step,K,V_WCA,V_tether,H
465,0.0000104365,0.0000000000,0.0000151898,0.0000256263
466,0.0000102610,0.0000000000,0.0000153653,0.0000256263
467,0.0000100865,0.0000000000,0.0000155398,0.0000256263
468,0.0000099131,0.0000000000,0.0000157132,0.0000256263
469,0.0000097408,0.0000000000,0.0000158855,0.0000256263
470,0.0000095697,0.0000000000,0.0000160566,0.0000256263
471,0.0000093999,0.0000000000,0.0000162264,0.0000256263
472,0.0000092313,0.0000000000,0.0000163950,0.0000256263
473,0.0000090641,0.0000000000,0.0000165622,0.0000256263
474,0.0000088983,0.0000000000,0.0000167280,0.0000256263
475,0.0000087339,0.0000000000,0.0000168924,0.0000256263
476,0.0000085710,0.0000000000,0.0000170553,0.0000256263
477,0.0000084097,0.0000000000,0.0000172166,0.0000256263
478,0.0000082499,0.0000000000,0.0000173764,0.0000256263
479,0.0000080918,0.0000000000,0.0000175345,0.0000256263
480,0.0000079354,0.0000000000,0.0000176909,0.0000256263
481,0.0000077808,0.0000000000,0.0000178456,0.0000256263
482,0.0000076279,0.0000000000,0.0000179984,0.0000256263
483,0.0000074769,0.0000000000,0.0000181495,0.0000256263
484,0.0000073277,0.0000000000,0.0000182986,0.0000256263
485,0.0000071805,0.0000000000,0.0000184459,0.0000256264
486,0.0000070352,0.0000000000,0.0000185911,0.0000256264
487,0.0000068920,0.0000000000,0.0000187344,0.0000256264
488,0.0000067508,0.0000000000,0.0000188756,0.0000256264
489,0.0000066117,0.0000000000,0.0000190147,0.0000256264
490,0.0000064747,0.0000000000,0.0000191517,0.0000256264
491,0.0000063399,0.0000000000,0.0000192864,0.0000256264
492,0.0000062074,0.0000000000,0.0000194190,0.0000256264
493,0.0000060771,0.0000000000,0.0000195493,0.0000256264
494,0.0000059491,0.0000000000,0.0000196773,0.0000256264
495,0.0000058234,0.0000000000,0.0000198030,0.0000256264
496,0.0000057001,0.0000000000,0.0000199262,0.0000256264
497,0.0000055793,0.0000000000,0.0000200471,0.0000256264
498,0.0000054609,0.0000000000,0.0000201655,0.0000256264
499,0.0000053449,0.0000000000,0.0000202815,0.0000256264
500,0.0000052312,0.0000000000,0.0000203949,0.0000256261
501,0.0000051203,0.0000000000,0.0000205058,0.0000256261
502,0.0000050120,0.0000000000,0.0000206141,0.0000256261
503,0.0000049063,0.0000000000,0.0000207197,0.0000256261
504,0.0000048033,0.0000000000,0.0000208228,0.0000256261
505,0.0000047030,0.0000000000,0.0000209231,0.0000256261
506,0.0000046053,0.0000000000,0.0000210208,0.0000256261
507,0.0000045104,0.0000000000,0.0000211157,0.0000256261
508,0.0000044182,0.0000000000,0.0000212079,0.0000256261
509,0.0000043288,0.0000000000,0.0000212973,0.0000256261
510,0.0000042423,0.0000000000,0.0000213838,0.0000256261
511,0.0000041585,0.0000000000,0.0000214676,0.0000256261
512,0.0000040776,0.0000000000,0.0000215485,0.0000256261
513,0.0000039996,0.0000000000,0.0000216265,0.0000256261
514,0.0000039245,0.0000000000,0.0000217016,0.0000256261
515,0.0000038524,0.0000000000,0.0000217737,0.0000256261
516,0.0000037831,0.0000000000,0.0000218430,0.0000256261
517,0.0000037168,0.0000000000,0.0000219093,0.0000256261
518,0.0000036535,0.0000000000,0.0000219726,0.0000256261
519,0.0000035932,0.0000000000,0.0000220329,0.0000256261
520,0.0000035359,0.0000000000,0.0000220902,0.0000256261
521,0.0000034817,0.0000000000,0.0000221444,0.0000256261
522,0.0000034305,0.0000000000,0.0000221957,0.0000256261
523,0.0000033823,0.0000000000,0.0000222438,0.0000256261
524,0.0000033372,0.0000000000,0.0000222889,0.0000256261
525,0.0000032951,0.0000000000,0.0000223310,0.0000256261
526,0.0000032562,0.0000000000,0.0000223699,0.0000256261
527,0.0000032203,0.0000000000,0.0000224058,0.0000256261
528,0.0000031876,0.0000000000,0.0000224385,0.0000256261
529,0.0000031579,0.0000000000,0.0000224682,0.0000256261
530,0.0000031314,0.0000000000,0.0000224947,0.0000256261
531,0.0000031080,0.0000000000,0.0000225181,0.0000256261
532,0.0000030877,0.0000000000,0.0000225384,0.0000256261
533,0.0000030706,0.0000000000,0.0000225555,0.0000256261
534,0.0000030565,0.0000000000,0.0000225696,0.0000256261
535,0.0000030457,0.0000000000,0.0000225805,0.0000256261
536,0.0000030379,0.0000000000,0.0000225882,0.0000256261
537,0.0000030333,0.0000000000,0.0000225929,0.0000256261
538,0.0000030318,0.0000000000,0.0000225944,0.0000256261
539,0.0000030334,0.0000000000,0.0000225927,0.0000256261
540,0.0000030381,0.0000000000,0.0000225880,0.0000256261
541,0.0000030460,0.0000000000,0.0000225801,0.0000256261
542,0.0000030569,0.0000000000,0.0000225692,0.0000256261
543,0.0000030710,0.0000000000,0.0000225551,0.0000256261
544,0.0000030882,0.0000000000,0.0000225379,0.0000256261
545,0.0000031084,0.0000000000,0.0000225177,0.0000256261
546,0.0000031318,0.0000000000,0.0000224943,0.0000256261
547,0.0000031582,0.0000000000,0.0000224679,0.0000256261
548,0.0000031876,0.0000000000,0.0000224385,0.0000256261
549,0.0000032201,0.0000000000,0.0000224060,0.0000256261
550,0.0000032556,0.0000000000,0.0000223705,0.0000256261
551,0.0000032942,0.0000000000,0.0000223319,0.0000256261
552,0.0000033357,0.0000000000,0.0000222904,0.0000256261
553,0.0000033802,0.0000000000,0.0000222459,0.0000256261
554,0.0000034277,0.0000000000,0.0000221984,0.0000256261
555,0.0000034781,0.0000000000,0.0000221480,0.0000256261
556,0.0000035315,0.0000000000,0.0000220946,0.0000256261
557,0.0000035877,0.0000000000,0.0000220384,0.0000256261
558,0.0000036469,0.0000000000,0.0000219792,0.0000256261
559,0.0000037089,0.0000000000,0.0000219172,0.0000256261
560,0.0000037737,0.0000000000,0.0000218524,0.0000256261
561,0.0000038414,0.0000000000,0.0000217847,0.0000256261
562,0.0000039118,0.0000000000,0.0000217142,0.0000256261
563,0.0000039851,0.0000000000,0.0000216410,0.0000256261
564,0.0000040610,0.0000000000,0.0000215650,0.0000256261
565,0.0000041397,0.0000000000,0.0000214864,0.0000256261
566,0.0000042211,0.0000000000,0.0000214050,0.0000256261
567,0.0000043051,0.0000000000,0.0000213210,0.0000256261
568,0.0000043917,0.0000000000,0.0000212343,0.0000256261
569,0.0000044810,0.0000000000,0.0000211451,0.0000256261
570,0.0000045728,0.0000000000,0.0000210533,0.0000256261
571,0.0000046671,0.0000000000,0.0000209589,0.0000256261
572,0.0000047640,0.0000000000,0.0000208621,0.0000256261
573,0.0000048633,0.0000000000,0.0000207628,0.0000256261
574,0.0000049650,0.0000000000,0.0000206610,0.0000256261
575,0.0000050692,0.0000000000,0.0000205569,0.0000256261
576,0.0000051757,0.0000000000,0.0000204504,0.0000256261
577,0.0000052845,0.0000000000,0.0000203415,0.0000256261
578,0.0000053956,0.0000000000,0.0000202304,0.0000256261
579,0.0000055090,0.0000000000,0.0000201171,0.0000256261
580,0.0000056246,0.0000000000,0.0000200015,0.0000256260
581,0.0000057423,0.0000000000,0.0000198837,0.0000256260
582,0.0000058622,0.0000000000,0.0000197638,0.0000256260
583,0.0000059842,0.0000000000,0.0000196418,0.0000256260
584,0.0000061082,0.0000000000,0.0000195178,0.0000256260
585,0.0000062343,0.0000000000,0.0000193918,0.0000256260
586,0.0000063623,0.0000000000,0.0000192637,0.0000256260
587,0.0000064922,0.0000000000,0.0000191338,0.0000256260
588,0.0000066240,0.0000000000,0.0000190020,0.0000256260
589,0.0000067577,0.0000000000,0.0000188683,0.0000256260
590,0.0000068931,0.0000000000,0.0000187329,0.0000256260
591,0.0000070303,0.0000000000,0.0000185957,0.0000256260
592,0.0000071692,0.0000000000,0.0000184568,0.0000256260
593,0.0000073098,0.0000000000,0.0000183162,0.0000256260
594,0.0000074519,0.0000000000,0.0000181741,0.0000256260
595,0.0000075957,0.0000000000,0.0000180304,0.0000256260
596,0.0000077409,0.0000000000,0.0000178851,0.0000256260
597,0.0000078876,0.0000000000,0.0000177384,0.0000256260
598,0.0000080357,0.0000000000,0.0000175903,0.0000256260
599,0.0000081852,0.0000000000,0.0000174408,0.0000256260
600,0.0000083361,0.0000000000,0.0000172900,0.0000256261
601,0.0000084882,0.0000000000,0.0000171379,0.0000256261
602,0.0000086415,0.0000000000,0.0000169846,0.0000256261
603,0.0000087960,0.0000000000,0.0000168301,0.0000256261
604,0.0000089516,0.0000000000,0.0000166745,0.0000256261
605,0.0000091083,0.0000000000,0.0000165178,0.0000256261
606,0.0000092660,0.0000000000,0.0000163601,0.0000256261
607,0.0000094246,0.0000000000,0.0000162014,0.0000256260
608,0.0000095842,0.0000000000,0.0000160418,0.0000256260
609,0.0000097447,0.0000000000,0.0000158814,0.0000256260
610,0.0000099059,0.0000000000,0.0000157201,0.0000256260
611,0.0000100679,0.0000000000,0.0000155581,0.0000256260
612,0.0000102307,0.0000000000,0.0000153954,0.0000256260
613,0.0000103940,0.0000000000,0.0000152320,0.0000256260
614,0.0000105580,0.0000000000,0.0000150680,0.0000256260
615,0.0000107226,0.0000000000,0.0000149035,0.0000256260
616,0.0000108876,0.0000000000,0.0000147384,0.0000256260
617,0.0000110531,0.0000000000,0.0000145730,0.0000256260
618,0.0000112189,0.0000000000,0.0000144071,0.0000256260
619,0.0000113851,0.0000000000,0.0000142409,0.0000256260
620,0.0000115516,0.0000000000,0.0000140744,0.0000256260
621,0.0000117183,0.0000000000,0.0000139077,0.0000256260
622,0.0000118852,0.0000000000,0.0000137408,0.0000256260
623,0.0000120523,0.0000000000,0.0000135737,0.0000256260
624,0.0000122193,0.0000000000,0.0000134066,0.0000256260
625,0.0000123865,0.0000000000,0.0000132395,0.0000256260
626,0.0000125535,0.0000000000,0.0000130725,0.0000256260
627,0.0000127205,0.0000000000,0.0000129055,0.0000256260
628,0.0000128874,0.0000000000,0.0000127386,0.0000256260
629,0.0000130540,0.0000000000,0.0000125720,0.0000256260
630,0.0000132204,0.0000000000,0.0000124056,0.0000256260
631,0.0000133865,0.0000000000,0.0000122395,0.0000256260
632,0.0000135523,0.0000000000,0.0000120737,0.0000256260
633,0.0000137176,0.0000000000,0.0000119084,0.0000256260
634,0.0000138825,0.0000000000,0.0000117435,0.0000256260
635,0.0000140469,0.0000000000,0.0000115791,0.0000256260
636,0.0000142107,0.0000000000,0.0000114153,0.0000256260
637,0.0000143739,0.0000000000,0.0000112521,0.0000256260
638,0.0000145364,0.0000000000,0.0000110895,0.0000256259
639,0.0000146983,0.0000000000,0.0000109277,0.0000256259
640,0.0000148593,0.0000000000,0.0000107666,0.0000256259
641,0.0000150196,0.0000000000,0.0000106064,0.0000256259
642,0.0000151789,0.0000000000,0.0000104470,0.0000256259
643,0.0000153374,0.0000000000,0.0000102885,0.0000256259
644,0.0000154949,0.0000000000,0.0000101310,0.0000256259
645,0.0000156514,0.0000000000,0.0000099746,0.0000256259
646,0.0000158068,0.0000000000,0.0000098191,0.0000256259
647,0.0000159611,0.0000000000,0.0000096648,0.0000256259
648,0.0000161142,0.0000000000,0.0000095117,0.0000256259
649,0.0000162662,0.0000000000,0.0000093597,0.0000256259
650,0.0000164169,0.0000000000,0.0000092090,0.0000256259
651,0.0000165663,0.0000000000,0.0000090597,0.0000256259
652,0.0000167143,0.0000000000,0.0000089116,0.0000256259
653,0.0000168609,0.0000000000,0.0000087650,0.0000256259
654,0.0000170062,0.0000000000,0.0000086197,0.0000256259
655,0.0000171499,0.0000000000,0.0000084760,0.0000256259
656,0.0000172921,0.0000000000,0.0000083338,0.0000256259
657,0.0000174327,0.0000000000,0.0000081932,0.0000256259
658,0.0000175717,0.0000000000,0.0000080542,0.0000256259
659,0.0000177091,0.0000000000,0.0000079168,0.0000256259
660,0.0000178448,0.0000000000,0.0000077811,0.0000256259
661,0.0000179787,0.0000000000,0.0000076472,0.0000256259
662,0.0000181109,0.0000000000,0.0000075150,0.0000256259
663,0.0000182412,0.0000000000,0.0000073847,0.0000256259
664,0.0000183697,0.0000000000,0.0000072562,0.0000256259
665,0.0000184962,0.0000000000,0.0000071296,0.0000256259
666,0.0000186209,0.0000000000,0.0000070050,0.0000256259
667,0.0000187435,0.0000000000,0.0000068823,0.0000256259
668,0.0000188642,0.0000000000,0.0000067617,0.0000256259
669,0.0000189828,0.0000000000,0.0000066431,0.0000256259
670,0.0000190993,0.0000000000,0.0000065265,0.0000256259
671,0.0000192138,0.0000000000,0.0000064121,0.0000256259
672,0.0000193260,0.0000000000,0.0000062998,0.0000256259
673,0.0000194361,0.0000000000,0.0000061898,0.0000256259
674,0.0000195440,0.0000000000,0.0000060819,0.0000256259
675,0.0000196496,0.0000000000,0.0000059763,0.0000256259
676,0.0000197529,0.0000000000,0.0000058729,0.0000256258
677,0.0000198540,0.0000000000,0.0000057719,0.0000256258
678,0.0000199526,0.0000000000,0.0000056732,0.0000256258
679,0.0000200490,0.0000000000,0.0000055769,0.0000256258
680,0.0000201429,0.0000000000,0.0000054829,0.0000256258
681,0.0000202344,0.0000000000,0.0000053914,0.0000256258
682,0.0000203235,0.0000000000,0.0000053024,0.0000256258
683,0.0000204100,0.0000000000,0.0000052158,0.0000256258
684,0.0000204941,0.0000000000,0.0000051317,0.0000256258
685,0.0000205757,0.0000000000,0.0000050502,0.0000256258
686,0.0000206547,0.0000000000,0.0000049711,0.0000256258
687,0.0000207311,0.0000000000,0.0000048947,0.0000256258
688,0.0000208050,0.0000000000,0.0000048208,0.0000256258
689,0.0000208762,0.0000000000,0.0000047496,0.0000256258
690,0.0000209448,0.0000000000,0.0000046810,0.0000256258
691,0.0000210108,0.0000000000,0.0000046150,0.0000256258
692,0.0000210741,0.0000000000,0.0000045517,0.0000256258
693,0.0000211347,0.0000000000,0.0000044911,0.0000256258
694,0.0000211926,0.0000000000,0.0000044332,0.0000256258
695,0.0000212478,0.0000000000,0.0000043780,0.0000256258
696,0.0000213003,0.0000000000,0.0000043255,0.0000256258
697,0.0000213500,0.0000000000,0.0000042758,0.0000256258
698,0.0000213970,0.0000000000,0.0000042288,0.0000256258
699,0.0000214412,0.0000000000,0.0000041846,0.0000256258
700,0.0000214829,0.0000000000,0.0000041432,0.0000256261
701,0.0000215215,0.0000000000,0.0000041046,0.0000256261
702,0.0000215573,0.0000000000,0.0000040688,0.0000256261
703,0.0000215903,0.0000000000,0.0000040357,0.0000256261
704,0.0000216206,0.0000000000,0.0000040055,0.0000256261
705,0.0000216479,0.0000000000,0.0000039781,0.0000256261
706,0.0000216725,0.0000000000,0.0000039536,0.0000256261
707,0.0000216943,0.0000000000,0.0000039318,0.0000256261
708,0.0000217132,0.0000000000,0.0000039129,0.0000256261
709,0.0000217292,0.0000000000,0.0000038968,0.0000256261
710,0.0000217425,0.0000000000,0.0000038836,0.0000256261
711,0.0000217529,0.0000000000,0.0000038732,0.0000256261
712,0.0000217604,0.0000000000,0.0000038657,0.0000256261
713,0.0000217651,0.0000000000,0.0000038609,0.0000256261
714,0.0000217670,0.0000000000,0.0000038591,0.0000256261
715,0.0000217661,0.0000000000,0.0000038600,0.0000256261
716,0.0000217623,0.0000000000,0.0000038638,0.0000256261
717,0.0000217557,0.0000000000,0.0000038704,0.0000256261
718,0.0000217462,0.0000000000,0.0000038798,0.0000256261
719,0.0000217340,0.0000000000,0.0000038921,0.0000256261
720,0.0000217189,0.0000000000,0.0000039071,0.0000256261
721,0.0000217011,0.0000000000,0.0000039250,0.0000256261
722,0.0000216805,0.0000000000,0.0000039456,0.0000256261
723,0.0000216570,0.0000000000,0.0000039690,0.0000256261
724,0.0000216309,0.0000000000,0.0000039952,0.0000256261
725,0.0000216019,0.0000000000,0.0000040242,0.0000256261
726,0.0000215702,0.0000000000,0.0000040558,0.0000256261
727,0.0000215358,0.0000000000,0.0000040903,0.0000256261
728,0.0000214987,0.0000000000,0.0000041274,0.0000256261
729,0.0000214588,0.0000000000,0.0000041672,0.0000256261
730,0.0000214163,0.0000000000,0.0000042098,0.0000256261
731,0.0000213711,0.0000000000,0.0000042549,0.0000256261
732,0.0000213233,0.0000000000,0.0000043028,0.0000256261
733,0.0000212728,0.0000000000,0.0000043533,0.0000256261
734,0.0000212197,0.0000000000,0.0000044064,0.0000256261
735,0.0000211640,0.0000000000,0.0000044620,0.0000256261
736,0.0000211058,0.0000000000,0.0000045203,0.0000256261
737,0.0000210450,0.0000000000,0.0000045811,0.0000256261
738,0.0000209816,0.0000000000,0.0000046445,0.0000256261
739,0.0000209158,0.0000000000,0.0000047103,0.0000256261
740,0.0000208475,0.0000000000,0.0000047786,0.0000256261
741,0.0000207767,0.0000000000,0.0000048494,0.0000256261
742,0.0000207034,0.0000000000,0.0000049226,0.0000256261
743,0.0000206278,0.0000000000,0.0000049983,0.0000256261
744,0.0000205498,0.0000000000,0.0000050763,0.0000256261
745,0.0000204695,0.0000000000,0.0000051566,0.0000256261
746,0.0000203868,0.0000000000,0.0000052393,0.0000256261
747,0.0000203018,0.0000000000,0.0000053243,0.0000256261
748,0.0000202146,0.0000000000,0.0000054115,0.0000256261
749,0.0000201251,0.0000000000,0.0000055010,0.0000256261
750,0.0000200334,0.0000000000,0.0000055927,0.0000256261
751,0.0000199396,0.0000000000,0.0000056865,0.0000256261
752,0.0000198436,0.0000000000,0.0000057825,0.0000256261
753,0.0000197455,0.0000000000,0.0000058806,0.0000256261
754,0.0000196454,0.0000000000,0.0000059808,0.0000256261
755,0.0000195432,0.0000000000,0.0000060830,0.0000256261
756,0.0000194390,0.0000000000,0.0000061872,0.0000256261
757,0.0000193328,0.0000000000,0.0000062933,0.0000256261
758,0.0000192247,0.0000000000,0.0000064014,0.0000256261
759,0.0000191147,0.0000000000,0.0000065114,0.0000256261
760,0.0000190029,0.0000000000,0.0000066233,0.0000256261
761,0.0000188892,0.0000000000,0.0000067369,0.0000256261
762,0.0000187738,0.0000000000,0.0000068524,0.0000256261
763,0.0000186566,0.0000000000,0.0000069696,0.0000256261
764,0.0000185377,0.0000000000,0.0000070884,0.0000256261
765,0.0000184171,0.0000000000,0.0000072090,0.0000256261
766,0.0000182950,0.0000000000,0.0000073312,0.0000256261
767,0.0000181712,0.0000000000,0.0000074549,0.0000256262
768,0.0000180459,0.0000000000,0.0000075802,0.0000256262
769,0.0000179191,0.0000000000,0.0000077070,0.0000256262
770,0.0000177909,0.0000000000,0.0000078353,0.0000256262
771,0.0000176612,0.0000000000,0.0000079649,0.0000256262
772,0.0000175302,0.0000000000,0.0000080960,0.0000256262
773,0.0000173978,0.0000000000,0.0000082283,0.0000256262
774,0.0000172642,0.0000000000,0.0000083620,0.0000256262
775,0.0000171293,0.0000000000,0.0000084969,0.0000256262
776,0.0000169932,0.0000000000,0.0000086329,0.0000256262
777,0.0000168560,0.0000000000,0.0000087702,0.0000256262
778,0.0000167177,0.0000000000,0.0000089085,0.0000256262
779,0.0000165783,0.0000000000,0.0000090479,0.0000256262
780,0.0000164379,0.0000000000,0.0000091883,0.0000256262
781,0.0000162965,0.0000000000,0.0000093297,0.0000256262
782,0.0000161542,0.0000000000,0.0000094720,0.0000256262
783,0.0000160110,0.0000000000,0.0000096152,0.0000256262
784,0.0000158670,0.0000000000,0.0000097592,0.0000256262
785,0.0000157222,0.0000000000,0.0000099040,0.0000256262
786,0.0000155767,0.0000000000,0.0000100495,0.0000256262
787,0.0000154305,0.0000000000,0.0000101957,0.0000256262
788,0.0000152837,0.0000000000,0.0000103426,0.0000256262
789,0.0000151362,0.0000000000,0.0000104900,0.0000256262
790,0.0000149882,0.0000000000,0.0000106380,0.0000256262
791,0.0000148397,0.0000000000,0.0000107865,0.0000256262
792,0.0000146908,0.0000000000,0.0000109354,0.0000256262
793,0.0000145414,0.0000000000,0.0000110848,0.0000256262
794,0.0000143917,0.0000000000,0.0000112345,0.0000256262
795,0.0000142417,0.0000000000,0.0000113845,0.0000256262
796,0.0000140914,0.0000000000,0.0000115348,0.0000256262
797,0.0000139409,0.0000000000,0.0000116853,0.0000256262
798,0.0000137903,0.0000000000,0.0000118359,0.0000256262
799,0.0000136395,0.0000000000,0.0000119867,0.0000256262
800,0.0000134885,0.0000000000,0.0000121376,0.0000256261
801,0.0000133377,0.0000000000,0.0000122884,0.0000256261
802,0.0000131868,0.0000000000,0.0000124392,0.0000256261
803,0.0000130361,0.0000000000,0.0000125900,0.0000256261
804,0.0000128855,0.0000000000,0.0000127406,0.0000256261
805,0.0000127350,0.0000000000,0.0000128911,0.0000256261
806,0.0000125848,0.0000000000,0.0000130413,0.0000256261
807,0.0000124348,0.0000000000,0.0000131913,0.0000256261
808,0.0000122851,0.0000000000,0.0000133410,0.0000256261
809,0.0000121358,0.0000000000,0.0000134903,0.0000256261
810,0.0000119869,0.0000000000,0.0000136392,0.0000256261
811,0.0000118385,0.0000000000,0.0000137876,0.0000256261
812,0.0000116905,0.0000000000,0.0000139356,0.0000256261
813,0.0000115431,0.0000000000,0.0000140830,0.0000256261
814,0.0000113963,0.0000000000,0.0000142298,0.0000256261
815,0.0000112501,0.0000000000,0.0000143760,0.0000256261
816,0.0000111046,0.0000000000,0.0000145215,0.0000256261
817,0.0000109599,0.0000000000,0.0000146662,0.0000256261
818,0.0000108159,0.0000000000,0.0000148102,0.0000256261
819,0.0000106727,0.0000000000,0.0000149534,0.0000256261
820,0.0000105304,0.0000000000,0.0000150957,0.0000256261
821,0.0000103890,0.0000000000,0.0000152371,0.0000256261
822,0.0000102485,0.0000000000,0.0000153776,0.0000256261
823,0.0000101091,0.0000000000,0.0000155171,0.0000256261
824,0.0000099706,0.0000000000,0.0000156555,0.0000256261
825,0.0000098333,0.0000000000,0.0000157929,0.0000256261
826,0.0000096970,0.0000000000,0.0000159291,0.0000256261
827,0.0000095619,0.0000000000,0.0000160642,0.0000256261
828,0.0000094280,0.0000000000,0.0000161981,0.0000256262
829,0.0000092954,0.0000000000,0.0000163308,0.0000256262
830,0.0000091640,0.0000000000,0.0000164621,0.0000256262
831,0.0000090340,0.0000000000,0.0000165922,0.0000256262
832,0.0000089053,0.0000000000,0.0000167208,0.0000256262
833,0.0000087780,0.0000000000,0.0000168481,0.0000256262
834,0.0000086522,0.0000000000,0.0000169740,0.0000256262
835,0.0000085278,0.0000000000,0.0000170983,0.0000256262
836,0.0000084050,0.0000000000,0.0000172212,0.0000256262
837,0.0000082837,0.0000000000,0.0000173425,0.0000256262
838,0.0000081639,0.0000000000,0.0000174622,0.0000256262
839,0.0000080458,0.0000000000,0.0000175803,0.0000256262
840,0.0000079294,0.0000000000,0.0000176968,0.0000256262
841,0.0000078146,0.0000000000,0.0000178115,0.0000256262
842,0.0000077016,0.0000000000,0.0000179246,0.0000256262
843,0.0000075903,0.0000000000,0.0000180359,0.0000256262
844,0.0000074808,0.0000000000,0.0000181453,0.0000256262
845,0.0000073732,0.0000000000,0.0000182530,0.0000256262
846,0.0000072674,0.0000000000,0.0000183588,0.0000256262
847,0.0000071634,0.0000000000,0.0000184628,0.0000256262
848,0.0000070614,0.0000000000,0.0000185648,0.0000256262
849,0.0000069613,0.0000000000,0.0000186649,0.0000256262
850,0.0000068632,0.0000000000,0.0000187630,0.0000256262
851,0.0000067671,0.0000000000,0.0000188591,0.0000256262
852,0.0000066731,0.0000000000,0.0000189531,0.0000256262
853,0.0000065810,0.0000000000,0.0000190452,0.0000256262
854,0.0000064911,0.0000000000,0.0000191351,0.0000256262
855,0.0000064032,0.0000000000,0.0000192230,0.0000256262
856,0.0000063175,0.0000000000,0.0000193087,0.0000256262
857,0.0000062340,0.0000000000,0.0000193922,0.0000256262
858,0.0000061526,0.0000000000,0.0000194736,0.0000256262
859,0.0000060734,0.0000000000,0.0000195528,0.0000256262
860,0.0000059964,0.0000000000,0.0000196298,0.0000256262
861,0.0000059217,0.0000000000,0.0000197045,0.0000256262
862,0.0000058492,0.0000000000,0.0000197770,0.0000256262
863,0.0000057790,0.0000000000,0.0000198472,0.0000256262
864,0.0000057112,0.0000000000,0.0000199151,0.0000256262
865,0.0000056456,0.0000000000,0.0000199806,0.0000256262
866,0.0000055823,0.0000000000,0.0000200439,0.0000256262
867,0.0000055214,0.0000000000,0.0000201048,0.0000256262
868,0.0000054629,0.0000000000,0.0000201633,0.0000256262
869,0.0000054068,0.0000000000,0.0000202194,0.0000256262
870,0.0000053530,0.0000000000,0.0000202732,0.0000256262
871,0.0000053017,0.0000000000,0.0000203246,0.0000256262
872,0.0000052527,0.0000000000,0.0000203735,0.0000256262
873,0.0000052062,0.0000000000,0.0000204200,0.0000256262
874,0.0000051622,0.0000000000,0.0000204640,0.0000256262
875,0.0000051206,0.0000000000,0.0000205057,0.0000256262
876,0.0000050814,0.0000000000,0.0000205448,0.0000256262
877,0.0000050447,0.0000000000,0.0000205815,0.0000256262
878,0.0000050105,0.0000000000,0.0000206157,0.0000256262
879,0.0000049788,0.0000000000,0.0000206474,0.0000256262
880,0.0000049496,0.0000000000,0.0000206767,0.0000256262
881,0.0000049228,0.0000000000,0.0000207034,0.0000256262
882,0.0000048986,0.0000000000,0.0000207276,0.0000256262
883,0.0000048768,0.0000000000,0.0000207494,0.0000256262
884,0.0000048576,0.0000000000,0.0000207686,0.0000256262
885,0.0000048409,0.0000000000,0.0000207854,0.0000256262
886,0.0000048266,0.0000000000,0.0000207996,0.0000256262
887,0.0000048149,0.0000000000,0.0000208113,0.0000256262
888,0.0000048057,0.0000000000,0.0000208205,0.0000256262
889,0.0000047990,0.0000000000,0.0000208273,0.0000256262
890,0.0000047948,0.0000000000,0.0000208315,0.0000256262
891,0.0000047930,0.0000000000,0.0000208332,0.0000256262
892,0.0000047938,0.0000000000,0.0000208324,0.0000256262
893,0.0000047971,0.0000000000,0.0000208291,0.0000256262
894,0.0000048029,0.0000000000,0.0000208234,0.0000256262
895,0.0000048111,0.0000000000,0.0000208151,0.0000256262
896,0.0000048218,0.0000000000,0.0000208044,0.0000256262
897,0.0000048350,0.0000000000,0.0000207912,0.0000256262
898,0.0000048506,0.0000000000,0.0000207756,0.0000256262
899,0.0000048687,0.0000000000,0.0000207575,0.0000256262
900,0.0000048890,0.0000000000,0.0000207370,0.0000256261
901,0.0000049120,0.0000000000,0.0000207141,0.0000256261
902,0.0000049373,0.0000000000,0.0000206888,0.0000256261
903,0.0000049651,0.0000000000,0.0000206610,0.0000256261
904,0.0000049952,0.0000000000,0.0000206309,0.0000256261
905,0.0000050277,0.0000000000,0.0000205984,0.0000256261
906,0.0000050626,0.0000000000,0.0000205635,0.0000256261
907,0.0000050998,0.0000000000,0.0000205263,0.0000256261
908,0.0000051393,0.0000000000,0.0000204867,0.0000256261
909,0.0000051812,0.0000000000,0.0000204449,0.0000256261
910,0.0000052253,0.0000000000,0.0000204007,0.0000256261
911,0.0000052718,0.0000000000,0.0000203543,0.0000256261
912,0.0000053204,0.0000000000,0.0000203056,0.0000256261
913,0.0000053713,0.0000000000,0.0000202547,0.0000256261
914,0.0000054245,0.0000000000,0.0000202016,0.0000256261
915,0.0000054798,0.0000000000,0.0000201463,0.0000256261
916,0.0000055373,0.0000000000,0.0000200888,0.0000256261
917,0.0000055970,0.0000000000,0.0000200291,0.0000256261
918,0.0000056587,0.0000000000,0.0000199673,0.0000256261
919,0.0000057226,0.0000000000,0.0000199034,0.0000256261
920,0.0000057886,0.0000000000,0.0000198375,0.0000256260
921,0.0000058566,0.0000000000,0.0000197695,0.0000256260
922,0.0000059266,0.0000000000,0.0000196994,0.0000256260
923,0.0000059987,0.0000000000,0.0000196274,0.0000256260
924,0.0000060727,0.0000000000,0.0000195533,0.0000256260
925,0.0000061487,0.0000000000,0.0000194774,0.0000256260
926,0.0000062266,0.0000000000,0.0000193995,0.0000256260
927,0.0000063064,0.0000000000,0.0000193197,0.0000256260
928,0.0000063880,0.0000000000,0.0000192380,0.0000256260
929,0.0000064715,0.0000000000,0.0000191545,0.0000256260
930,0.0000065568,0.0000000000,0.0000190692,0.0000256260
